0,0,0.0
1,1000,1.0
2,1010,1.0
3,1020,1.0
4,1030,1.0
5,1040,1.0
6,1050,1.0
7,1060,1.0
8,1070,1.0
9,1080,1.0
10,1090,1.0
11,1100,1.0
12,1110,1.0
13,1120,1.0
14,1130,1.0
15,1140,1.0
16,1150,1.0
17,1160,1.0
18,1170,1.0
19,1180,1.0
20,1190,1.0
21,1200,1.0
22,1210,1.0
23,1220,1.0
24,1230,1.0
25,1240,1.0
26,1250,1.0
27,1260,1.0
28,1270,1.0
29,1280,1.0
30,1290,1.0
31,1300,1.0
32,1310,1.0
33,1320,1.0
34,1330,1.0
35,1340,1.0
36,1350,0.99
37,1360,1.0
38,1370,1.0
39,1380,1.0
40,1390,1.0
41,1400,1.0
42,1410,1.0
43,1420,1.0
44,1430,1.0
45,1440,1.0
46,1450,1.0
47,1460,1.0
48,1470,1.0
49,1480,1.0
50,1490,1.0
51,1500,1.0
52,1510,0.99
53,1520,1.0
54,1530,1.0
55,1540,1.0
56,1550,1.0
57,1560,1.0
58,1570,0.99
59,1580,1.0
60,1590,1.0
61,1600,1.0
62,1610,1.0
63,1620,1.0
64,1630,0.99
65,1640,0.99
66,1650,1.0
67,1660,1.0
68,1670,1.0
69,1680,0.99
70,1690,1.0
71,1700,1.0
72,1710,0.99
73,1720,0.99
74,1730,0.98
75,1740,0.99
76,1750,1.0
77,1760,1.0
78,1770,1.0
79,1780,0.98
80,1790,0.99
81,1800,1.0
82,1810,0.99
83,1820,1.0
84,1830,0.97
85,1840,1.0
86,1850,0.97
87,1860,0.98
88,1870,0.97
89,1880,0.98
90,1890,0.96
91,1900,0.97
92,1910,0.94
93,1920,0.98
94,1930,0.95
95,1940,0.98
96,1950,0.9
97,1960,0.98
98,1970,0.94
99,1980,0.9
100,1990,0.84
101,2000,0.93
102,2010,0.89
103,2020,0.92
104,2030,0.87
105,2040,0.94
106,2050,0.86
107,2060,0.87
108,2070,0.89
109,2080,0.86
110,2090,0.84
111,2100,0.85
112,2110,0.89
113,2120,0.74
114,2130,0.75
115,2140,0.85
116,2150,0.69
117,2160,0.76
118,2170,0.78
119,2180,0.71
120,2190,0.77
121,2200,0.78
122,2210,0.61
123,2220,0.6
124,2230,0.67
125,2240,0.62
126,2250,0.59
127,2260,0.6
128,2270,0.56
129,2280,0.55
130,2290,0.59
131,2300,0.55
132,2310,0.56
133,2320,0.53
134,2330,0.52
135,2340,0.5
136,2350,0.4
137,2360,0.43
138,2370,0.42
139,2380,0.32
140,2390,0.37
141,2400,0.36
142,2410,0.3
143,2420,0.34
144,2430,0.3
145,2440,0.25
146,2450,0.2
147,2460,0.17
148,2470,0.23
149,2480,0.14
150,2490,0.25
151,2500,0.19
152,2510,0.17
153,2520,0.13
154,2530,0.12
155,2540,0.14
156,2550,0.1
157,2560,0.03
158,2570,0.11
159,2580,0.1
160,2590,0.07
161,2600,0.09
162,2610,0.1
163,2620,0.04
164,2630,0.09
165,2640,0.07
166,2650,0.06
167,2660,0.03
168,2670,0.08
169,2680,0.06
170,2690,0.03
171,2700,0.04
172,2710,0.02
173,2720,0.03
174,2730,0.04
175,2740,0.03
176,2750,0.04
177,2760,0.03
178,2770,0.01
179,2780,0.01
180,2790,0.01
181,2800,0.01
182,2810,0.01
183,2820,0.01
184,2830,0.0
185,2840,0.02
186,2850,0.0
187,2860,0.0
188,2870,0.01
189,2880,0.0
190,2890,0.0
191,2900,0.01
192,2910,0.0
193,2920,0.02
194,2930,0.0
195,2940,0.0
196,2950,0.0
197,2960,0.0
198,2970,0.0
199,2980,0.0
200,2990,0.0
201,3000,0.0
202,3010,0.0
203,3020,0.0
204,3030,0.0
205,3040,0.0
206,3050,0.0
207,3060,0.0
208,3070,0.0
209,3080,0.0
210,3090,0.0
211,3100,0.0
212,3110,0.0
213,3120,0.0
214,3130,0.0
215,3140,0.0
216,3150,0.0
217,3160,0.0
218,3170,0.0
219,3180,0.0
220,3190,0.0
221,3200,0.0
222,3210,0.0
223,3220,0.0
224,3230,0.0
225,3240,0.0
226,3250,0.0
227,3260,0.0
228,3270,0.0
229,3280,0.0
230,3290,0.0
231,3300,0.0
232,3310,0.0
233,3320,0.0
234,3330,0.0
235,3340,0.0
236,3350,0.0
237,3360,0.0
238,3370,0.0
239,3380,0.0
240,3390,0.0
241,3400,0.0
242,3410,0.0
243,3420,0.0
244,3430,0.0
245,3440,0.0
246,3450,0.0
247,3460,0.0
248,3470,0.0
249,3480,0.0
250,3490,0.0
251,3500,0.0
